Scenario,Road_ID,Road_Name,Road_Type,Status,Is_Blocked,Length
Morning_Peak,6103770613-13183563906,Jalan Siam,Local_Street,Clear,0,41.4
Morning_Peak,6103770614-6041820762,Unnamed,Small_Alley,Clear,0,31.7
Morning_Peak,6103770614-249808049,Jalan Pahang,Local_Street,Congested,1,20.1
Morning_Peak,9498928696-9037188906,Unnamed,Small_Alley,Clear,0,49.9
Morning_Peak,9498928696-9177688617,Unnamed,Small_Alley,Clear,0,60.3
Morning_Peak,9498928696-9498928699,Unnamed,Small_Alley,Clear,0,1.9
Morning_Peak,9498928698-9037212756,Unnamed,Small_Alley,Clear,0,15.7
Morning_Peak,9498928698-13137606185,Unnamed,Small_Alley,Clear,0,11.8
Morning_Peak,9498928698-9498928700,Unnamed,Small_Alley,Congested,1,8.9
Morning_Peak,9498928699-3678228381,Unnamed,Small_Alley,Congested,1,51.0
Morning_Peak,9498928699-3678175381,Unnamed,Small_Alley,Congested,1,60.0
Morning_Peak,9498928699-9498928696,Unnamed,Small_Alley,Congested,1,1.9
Morning_Peak,9498928699-9498928700,Unnamed,Small_Alley,Clear,0,5.8
Morning_Peak,9498928700-348079188,Jalan Gurdwara,Main_Artery,Congested,1,12.0
Morning_Peak,9498928700-13137606181,Jalan Gurdwara,Main_Artery,Congested,1,30.7
Morning_Peak,9498928700-9498928698,Unnamed,Small_Alley,Clear,0,8.9
Morning_Peak,9498928700-9498928699,Unnamed,Small_Alley,Congested,1,5.8
Morning_Peak,9498928701-9025880325,Unnamed,Small_Alley,Clear,0,7.4
Morning_Peak,9498928701-9119631460,Unnamed,Small_Alley,Clear,0,8.2
Morning_Peak,9498928701-9025880322,Unnamed,Small_Alley,Clear,0,56.8
Morning_Peak,9498928702-9025880321,Pengkalan Weld,Main_Artery,Congested,1,2.5
Morning_Peak,9498928706-7833369917,Unnamed,Small_Alley,Clear,0,4.0
Morning_Peak,9498928706-6063016761,Unnamed,Small_Alley,Clear,0,7.7
Morning_Peak,9498928706-9116081430,Unnamed,Small_Alley,Clear,0,11.8
Morning_Peak,11198932827-7833721604,Unnamed,Small_Alley,Clear,0,8.4
Morning_Peak,11198932827-7833721605,Unnamed,Small_Alley,Clear,0,9.5
Morning_Peak,11198932827-9391126075,Unnamed,Small_Alley,Congested,1,50.2
Morning_Peak,11198932830-608191438,Lebuhraya Pykett,Local_Street,Clear,0,11.1
Morning_Peak,11198932830-6039124279,Lebuhraya Pykett,Local_Street,Clear,0,42.0
Morning_Peak,11198932830-11645191179,Unnamed,Small_Alley,Clear,0,70.3
Morning_Peak,11198932830-9391757745,Unnamed,Small_Alley,Clear,0,168.3
Morning_Peak,9141102566-9141102567,Unnamed,Small_Alley,Clear,0,9.6
Morning_Peak,9141102566-9141102567,Unnamed,Small_Alley,Clear,0,9.6
Morning_Peak,9141102566-9141102569,Unnamed,Small_Alley,Clear,0,1.3
Morning_Peak,9141102566-9141102569,Unnamed,Small_Alley,Clear,0,1.3
Morning_Peak,9141102567-9141102566,Unnamed,Small_Alley,Clear,0,9.6
Morning_Peak,9141102567-9141102566,Unnamed,Small_Alley,Clear,0,9.6
Morning_Peak,9141102567-9141102571,Unnamed,Small_Alley,Clear,0,10.5
Morning_Peak,9141102567-2741379439,Unnamed,Small_Alley,Clear,0,33.2
Morning_Peak,9141102568-12258593127,Unnamed,Small_Alley,Clear,0,4.2
Morning_Peak,9141102568-12258593127,Unnamed,Small_Alley,Clear,0,4.2
Morning_Peak,9141102568-9141102569,Unnamed,Small_Alley,Congested,1,15.3
Morning_Peak,9141102568-2741379439,Unnamed,Small_Alley,Clear,0,88.1
Morning_Peak,9141102569-9141102566,Unnamed,Small_Alley,Clear,0,1.3
Morning_Peak,9141102569-9141102566,Unnamed,Small_Alley,Clear,0,1.3
Morning_Peak,9141102569-9141102572,Unnamed,Small_Alley,Clear,0,9.2
Morning_Peak,9141102569-9141102568,Unnamed,Small_Alley,Clear,0,15.3
Morning_Peak,9141102571-9141102572,Unnamed,Small_Alley,Congested,1,9.6
Morning_Peak,9141102571-9141102572,Unnamed,Small_Alley,Congested,1,9.6
Morning_Peak,9141102571-9141102567,Unnamed,Small_Alley,Clear,0,10.5
Morning_Peak,9141102571-9141102574,Unnamed,Small_Alley,Congested,1,10.3
Morning_Peak,9141102572-9141102571,Unnamed,Small_Alley,Clear,0,9.6
Morning_Peak,9141102572-9141102571,Unnamed,Small_Alley,Clear,0,9.6
Morning_Peak,9141102572-9141102569,Unnamed,Small_Alley,Congested,1,9.2
Morning_Peak,9141102572-5596371303,Unnamed,Small_Alley,Clear,0,9.6
Morning_Peak,9141102574-5596371303,Unnamed,Small_Alley,Clear,0,18.0
Morning_Peak,9141102574-5596371303,Unnamed,Small_Alley,Clear,0,29.2
Morning_Peak,9141102574-9141102571,Unnamed,Small_Alley,Congested,1,10.3
Morning_Peak,9141102574-9141102576,Unnamed,Small_Alley,Clear,0,19.6
Morning_Peak,9141102576-9141102574,Unnamed,Small_Alley,Clear,0,19.6
Morning_Peak,9141102581-6389268495,Shell,Small_Alley,Clear,0,2.5
Morning_Peak,9141102581-6046519786,Unnamed,Small_Alley,Congested,1,43.7
Morning_Peak,9141102581-9141102582,Shell,Small_Alley,Congested,1,57.3
Morning_Peak,9141102582-9141102581,Unnamed,Small_Alley,Clear,0,29.5
Morning_Peak,9141102582-9141102581,Shell,Small_Alley,Clear,0,57.3
Morning_Peak,9141102582-6389268491,Shell,Small_Alley,Congested,1,34.7
Morning_Peak,9149622354-9141191959,感天宫,Small_Alley,Clear,0,4.4
Morning_Peak,9149622354-9141191959,Unnamed,Small_Alley,Clear,0,4.4
Morning_Peak,9149622354-9141191959,Unnamed,Small_Alley,Clear,0,17.4
Morning_Peak,9149622354-9141191966,感天宫,Small_Alley,Clear,0,27.5
Morning_Peak,9149622357-9141191966,感天宫,Small_Alley,Clear,0,2.9
Morning_Peak,9149622357-2741379562,感天宫,Small_Alley,Congested,1,5.1
Morning_Peak,9149622357-2741379562,Unnamed,Small_Alley,Congested,1,5.1
Morning_Peak,9149622357-2741379562,Unnamed,Small_Alley,Congested,1,19.5
Morning_Peak,2739021922-2739021925,Unnamed,Small_Alley,Congested,1,31.3
Morning_Peak,2739021922-2739021925,Nyonya Palazzo,Small_Alley,Congested,1,31.3
Morning_Peak,2739021922-2739021994,Unnamed,Small_Alley,Clear,0,47.9
Morning_Peak,2739021922-5615070098,Nyonya Palazzo,Small_Alley,Clear,0,5.8
Morning_Peak,2739021925-2739021994,Unnamed,Small_Alley,Clear,0,14.0
Morning_Peak,2739021925-2739021994,Unnamed,Small_Alley,Clear,0,14.0
Morning_Peak,2739021925-2739021922,Unnamed,Small_Alley,Clear,0,31.3
Morning_Peak,2739021925-2739021922,Nyonya Palazzo,Small_Alley,Clear,0,31.3
Morning_Peak,2739021925-13064888484,Unnamed,Small_Alley,Congested,1,3.0
Morning_Peak,2739021925-13064888484,Nyonya Palazzo,Small_Alley,Congested,1,3.0
Morning_Peak,2739021931-2739021934,Unnamed,Small_Alley,Clear,0,11.7
Morning_Peak,2739021931-5615070089,Unnamed,Small_Alley,Clear,0,23.3
Morning_Peak,2739021931-5615070089,Sri Ananda Bahwan Restaurant (Vegetarian),Small_Alley,Clear,0,23.3
Morning_Peak,2739021931-5615070098,Sri Ananda Bahwan Restaurant (Vegetarian),Small_Alley,Clear,0,12.1
Morning_Peak,2739021934-2739022008,Unnamed,Small_Alley,Congested,1,21.3
Morning_Peak,2739021934-2739022008,Unnamed,Small_Alley,Congested,1,21.3
Morning_Peak,2739021934-2739021931,Unnamed,Small_Alley,Clear,0,11.7
Morning_Peak,2739021934-2739022004,Unnamed,Small_Alley,Clear,0,18.4
Morning_Peak,2739021938-2739021940,Unnamed,Small_Alley,Clear,0,5.4
Morning_Peak,2739021938-2739021940,Unnamed,Small_Alley,Clear,0,5.4
Morning_Peak,2739021938-5615070087,Unnamed,Small_Alley,Clear,0,2.8
Morning_Peak,2739021938-5615070087,Unnamed,Small_Alley,Clear,0,11.6
Morning_Peak,2739021940-2739021938,Unnamed,Small_Alley,Congested,1,5.4
Morning_Peak,2739021940-2739021938,Unnamed,Small_Alley,Congested,1,5.4
Morning_Peak,2739021940-2739021998,Unnamed,Small_Alley,Clear,0,4.6
Morning_Peak,2739021940-5615070091,Unnamed,Small_Alley,Clear,0,8.6
Morning_Peak,2739021994-2739021925,Unnamed,Small_Alley,Congested,1,14.0
Morning_Peak,2739021994-2739021925,Unnamed,Small_Alley,Congested,1,14.0
Morning_Peak,2739021994-5615070094,Unnamed,Small_Alley,Clear,0,6.5
Morning_Peak,2739021994-2739021922,Unnamed,Small_Alley,Clear,0,47.9
Morning_Peak,2739021996-5615070090,Unnamed,Small_Alley,Clear,0,2.4
Morning_Peak,2739021996-5615070091,Unnamed,Small_Alley,Clear,0,8.4
Morning_Peak,2739021996-5615070091,Unnamed,Small_Alley,Clear,0,8.4
Morning_Peak,2739021996-5615070097,Unnamed,Small_Alley,Clear,0,1.5
Morning_Peak,2739021998-2739021940,Unnamed,Small_Alley,Clear,0,4.6
Morning_Peak,2739021998-5615070095,Unnamed,Small_Alley,Congested,1,21.7
Morning_Peak,2739021998-5615070095,Unnamed,Small_Alley,Congested,1,21.7
Morning_Peak,2739021998-5615070091,Unnamed,Small_Alley,Clear,0,4.0
Morning_Peak,2739022004-2739022006,Unnamed,Small_Alley,Clear,0,27.3
Morning_Peak,2739022004-2739022006,Koong HarTong,Small_Alley,Clear,0,27.3
Morning_Peak,2739022004-5615070107,Koong HarTong,Small_Alley,Clear,0,6.0
Morning_Peak,2739022004-2739021934,Unnamed,Small_Alley,Congested,1,18.4
Morning_Peak,2739022006-5615070110,Unnamed,Small_Alley,Clear,0,1.1
Morning_Peak,2739022006-2739022004,Unnamed,Small_Alley,Clear,0,27.3
Morning_Peak,2739022006-2739022004,Koong HarTong,Small_Alley,Clear,0,27.3
Morning_Peak,2739022006-5615070105,Koong HarTong,Small_Alley,Clear,0,3.2
Morning_Peak,2739022008-5615070104,Unnamed,Small_Alley,Congested,1,12.1
Morning_Peak,2739022008-5615070104,Unnamed,Small_Alley,Congested,1,12.1
Morning_Peak,2739022008-2739021934,Unnamed,Small_Alley,Clear,0,21.3
Morning_Peak,2739022008-2739021934,Unnamed,Small_Alley,Clear,0,21.3
Morning_Peak,2739022008-5615070110,Unnamed,Small_Alley,Clear,0,11.5
Morning_Peak,2739022008-5615070110,Unnamed,Small_Alley,Clear,0,11.5
Morning_Peak,2739022018-2739022020,Unnamed,Small_Alley,Congested,1,6.5
Morning_Peak,2739022018-2739022031,Unnamed,Small_Alley,Clear,0,46.1
Morning_Peak,2739022018-2739022031,Unnamed,Small_Alley,Clear,0,46.1
Morning_Peak,2739022018-5615070108,Unnamed,Small_Alley,Clear,0,12.3
Morning_Peak,2739022020-2739022022,Unnamed,Small_Alley,Congested,1,46.1
Morning_Peak,2739022020-2739022022,Unnamed,Small_Alley,Congested,1,46.1
Morning_Peak,2739022020-2739022018,Unnamed,Small_Alley,Clear,0,6.5
Morning_Peak,2739022020-5615070729,Unnamed,Small_Alley,Clear,0,5.3
Morning_Peak,2739022022-2739022031,Unnamed,Small_Alley,Congested,1,6.8
Morning_Peak,2739022022-2739022020,Unnamed,Small_Alley,Clear,0,46.1
Morning_Peak,2739022022-2739022020,Unnamed,Small_Alley,Clear,0,46.1
Morning_Peak,2739022022-5615070728,Unnamed,Small_Alley,Clear,0,5.9
Morning_Peak,2739022031-2739022018,Unnamed,Small_Alley,Congested,1,46.1
Morning_Peak,2739022031-2739022018,Unnamed,Small_Alley,Congested,1,46.1
Morning_Peak,2739022031-2739022022,Unnamed,Small_Alley,Clear,0,6.8
Morning_Peak,2739022031-5615070105,Unnamed,Small_Alley,Clear,0,7.1
Morning_Peak,9107286503-9107286504,Kuantan Road Market,Small_Alley,Clear,0,18.0
Morning_Peak,9107286503-9107286504,Unnamed,Small_Alley,Clear,0,18.0
Morning_Peak,9107286503-9107286507,Kuantan Road Market,Small_Alley,Clear,0,3.8
Morning_Peak,9107286503-9107286507,Unnamed,Small_Alley,Clear,0,3.8
Morning_Peak,9107286504-9107286503,Kuantan Road Market,Small_Alley,Congested,1,18.0
Morning_Peak,9107286504-9107286503,Unnamed,Small_Alley,Congested,1,18.0
Morning_Peak,9107286504-9107328921,Unnamed,Small_Alley,Congested,1,3.0
Morning_Peak,9107286504-9107328885,Kuantan Road Market,Small_Alley,Clear,0,50.5
Morning_Peak,9107286506-9107328917,Kuantan Road Market,Small_Alley,Clear,0,3.6
Morning_Peak,9107286506-9107328885,Kuantan Road Market,Small_Alley,Congested,1,19.1
Morning_Peak,9107286506-9107328885,Unnamed,Small_Alley,Congested,1,19.1
Morning_Peak,9107286506-9107328885,Unnamed,Small_Alley,Congested,1,99.6
Morning_Peak,9107286507-9107286503,Kuantan Road Market,Small_Alley,Clear,0,3.8
Morning_Peak,9107286507-9107286503,Unnamed,Small_Alley,Clear,0,3.8
Morning_Peak,9107286507-9107328917,Kuantan Road Market,Small_Alley,Clear,0,35.2
Morning_Peak,9107286507-9107328917,Unnamed,Small_Alley,Clear,0,35.2
Morning_Peak,9107286508-7810688413,Jalan Patani,Secondary_Road,Congested,1,27.7
Morning_Peak,9107286508-7089328136,Jalan Patani,Secondary_Road,Congested,1,49.1
Morning_Peak,9069538057-9069538058,Unnamed,Small_Alley,Clear,0,34.1
Morning_Peak,9069538058-9069538066,Unnamed,Small_Alley,Clear,0,3.7
Morning_Peak,9069538058-9069538064,Unnamed,Small_Alley,Clear,0,18.4
Morning_Peak,9069538065-9069538057,Unnamed,Small_Alley,Clear,0,50.5
Morning_Peak,9069538065-9176020831,Hotel Jen,Small_Alley,Congested,1,45.0
Morning_Peak,9069538065-9176020748,Hotel Jen,Small_Alley,Congested,1,108.6
Morning_Peak,9069538066-7083442608,Unnamed,Small_Alley,Congested,1,8.6
Morning_Peak,9069538066-9176020902,Unnamed,Small_Alley,Clear,0,30.1
Morning_Peak,9069538069-9069538057,Unnamed,Small_Alley,Clear,0,2.8
Morning_Peak,9069538069-9176020815,Unnamed,Small_Alley,Clear,0,95.5
Morning_Peak,9069538073-9176020807,Unnamed,Small_Alley,Clear,0,1.8
Morning_Peak,9069538073-9176020810,Unnamed,Small_Alley,Clear,0,8.5
Morning_Peak,9069538073-9176020835,Unnamed,Small_Alley,Congested,1,2.3
Morning_Peak,9069538073-9097173166,Unnamed,Small_Alley,Congested,1,43.2
Morning_Peak,9069538079-9069538086,Unnamed,Small_Alley,Congested,1,7.5
Morning_Peak,9069538079-1899642649,Unnamed,Small_Alley,Clear,0,8.0
Morning_Peak,9069538079-9069538087,Unnamed,Small_Alley,Congested,1,8.5
Morning_Peak,9069538084-9069538088,Unnamed,Small_Alley,Clear,0,3.4
Morning_Peak,9069538084-9069538090,Unnamed,Small_Alley,Congested,1,16.2
Morning_Peak,9069538084-9069538086,Unnamed,Small_Alley,Clear,0,34.6
Morning_Peak,9069538086-9069538079,Unnamed,Small_Alley,Clear,0,7.5
Morning_Peak,9069538086-9069538087,Prangin Mall,Small_Alley,Congested,1,3.6
Morning_Peak,9069538086-9069538084,Unnamed,Small_Alley,Clear,0,34.6
Morning_Peak,9069538086-9176020976,Prangin Mall,Small_Alley,Clear,0,18.3
Morning_Peak,9069538087-8574549615,Prangin Mall,Small_Alley,Congested,1,2.9
Morning_Peak,9069538087-9069538086,Prangin Mall,Small_Alley,Clear,0,3.6
Morning_Peak,9069538087-9069538088,Unnamed,Small_Alley,Clear,0,35.7
Morning_Peak,9069538087-9069538079,Unnamed,Small_Alley,Clear,0,8.5
Morning_Peak,9069538088-9069538084,Unnamed,Small_Alley,Clear,0,3.4
Morning_Peak,9069538088-9069538090,Unnamed,Small_Alley,Clear,0,19.6
Morning_Peak,9069538088-9069538087,Unnamed,Small_Alley,Clear,0,35.7
Morning_Peak,9069538090-9069538100,Unnamed,Small_Alley,Congested,1,28.8
Morning_Peak,9069538090-9069538084,Unnamed,Small_Alley,Clear,0,16.2
Morning_Peak,9069538090-9069538088,Unnamed,Small_Alley,Clear,0,19.6
Morning_Peak,9069538099-9069538110,Unnamed,Small_Alley,Clear,0,90.3
Morning_Peak,9069538100-9069538090,Unnamed,Small_Alley,Clear,0,28.8
Morning_Peak,9069538100-9176020977,Prangin Mall,Small_Alley,Clear,0,3.9
Morning_Peak,9069538100-9069538110,Unnamed,Small_Alley,Clear,0,25.6
Morning_Peak,9069538100-9176020919,Prangin Mall,Small_Alley,Clear,0,124.1
Morning_Peak,9069538109-9069538116,Unnamed,Small_Alley,Clear,0,23.8
Morning_Peak,9069538109-5828198004,Prangin Mall,Small_Alley,Clear,0,12.8
Morning_Peak,9069538109-9123427234,Prangin Mall,Small_Alley,Clear,0,119.8
Morning_Peak,9069538110-9176020982,Unnamed,Small_Alley,Congested,1,4.1
Morning_Peak,9069538110-9069538099,Unnamed,Small_Alley,Clear,0,90.3
Morning_Peak,9069538110-9069538100,Unnamed,Small_Alley,Clear,0,25.6
Morning_Peak,9069538113-1948693992,Unnamed,Small_Alley,Clear,0,8.4
Morning_Peak,9069538113-1948693996,Unnamed,Small_Alley,Clear,0,9.3
Morning_Peak,9069538113-608374038,Unnamed,Small_Alley,Clear,0,5.5
Morning_Peak,9069538114-608374038,Unnamed,Small_Alley,Clear,0,4.7
Morning_Peak,9069538114-9069656528,Unnamed,Small_Alley,Congested,1,21.7
Morning_Peak,9069538114-9069656518,Unnamed,Small_Alley,Clear,0,32.9
Morning_Peak,9069538116-1948693992,Unnamed,Small_Alley,Clear,0,9.2
Morning_Peak,9069538116-9069538109,Unnamed,Small_Alley,Clear,0,23.8
Morning_Peak,9069538116-9123427351,Unnamed,Small_Alley,Clear,0,101.2
Morning_Peak,9068883017-9068880502,Unnamed,Small_Alley,Congested,1,42.6
Morning_Peak,9068883017-9068880502,Unnamed,Small_Alley,Congested,1,42.6
Morning_Peak,9068883017-9068883018,Unnamed,Small_Alley,Clear,0,5.2
Morning_Peak,9068883017-2738829284,Unnamed,Small_Alley,Congested,1,13.3
Morning_Peak,9068883018-9068883058,Unnamed,Small_Alley,Clear,0,31.7
Morning_Peak,9068883018-9068883058,Unnamed,Small_Alley,Clear,0,31.7
Morning_Peak,9068883018-9068883017,Unnamed,Small_Alley,Congested,1,5.2
Morning_Peak,9068883018-9068883059,Unnamed,Small_Alley,Congested,1,14.9
Morning_Peak,5628111956-2700953215,Wisma Great Eastern,Small_Alley,Clear,0,27.7
Morning_Peak,5628111956-2700953215,Unnamed,Small_Alley,Clear,0,27.7
Morning_Peak,5628111956-5628111958,Unnamed,Small_Alley,Clear,0,4.9
Morning_Peak,5628111956-2700953213,Wisma Great Eastern,Small_Alley,Congested,1,105.2
Morning_Peak,5628111957-5628111958,Unnamed,Small_Alley,Clear,0,27.7
Morning_Peak,5628111957-5628111958,Unnamed,Small_Alley,Clear,0,27.7
Morning_Peak,5628111957-2700953215,Unnamed,Small_Alley,Clear,0,4.6
Morning_Peak,5628111957-5628111960,Unnamed,Small_Alley,Clear,0,4.3
Morning_Peak,5628111958-5628111956,Unnamed,Small_Alley,Clear,0,4.9
Morning_Peak,5628111958-5628111957,Unnamed,Small_Alley,Clear,0,27.7
Morning_Peak,5628111958-5628111957,Unnamed,Small_Alley,Clear,0,27.7
Morning_Peak,5628111958-5628111959,Unnamed,Small_Alley,Clear,0,4.3
Morning_Peak,5628111959-5628111960,Unnamed,Small_Alley,Congested,1,26.4
Morning_Peak,5628111959-5628111960,Unnamed,Small_Alley,Congested,1,26.4
Morning_Peak,5628111959-5628111958,Unnamed,Small_Alley,Clear,0,4.3
Morning_Peak,5628111959-5628111962,Unnamed,Small_Alley,Clear,0,4.3
Morning_Peak,5628111960-5628111957,Unnamed,Small_Alley,Clear,0,4.3
Morning_Peak,5628111960-5628111959,Unnamed,Small_Alley,Clear,0,26.4
Morning_Peak,5628111960-5628111959,Unnamed,Small_Alley,Clear,0,26.4
Morning_Peak,5628111960-5628111961,Unnamed,Small_Alley,Clear,0,4.0
Morning_Peak,5628111961-5628111962,Unnamed,Small_Alley,Clear,0,25.8
Morning_Peak,5628111961-5628111962,Unnamed,Small_Alley,Clear,0,25.8
Morning_Peak,5628111961-5628111960,Unnamed,Small_Alley,Clear,0,4.0
Morning_Peak,5628111961-5628111964,Unnamed,Small_Alley,Congested,1,5.1
Morning_Peak,5628111962-5628111959,Unnamed,Small_Alley,Clear,0,4.3
Morning_Peak,5628111962-5628111961,Unnamed,Small_Alley,Clear,0,25.8
Morning_Peak,5628111962-5628111961,Unnamed,Small_Alley,Clear,0,25.8
Morning_Peak,5628111962-5628111963,Unnamed,Small_Alley,Congested,1,4.9
Morning_Peak,5628111963-5628111964,Unnamed,Small_Alley,Congested,1,25.8
Morning_Peak,5628111963-5628111964,Unnamed,Small_Alley,Congested,1,25.8
Morning_Peak,5628111963-5628111962,Unnamed,Small_Alley,Clear,0,4.9
Morning_Peak,5628111963-5628111966,Unnamed,Small_Alley,Clear,0,5.1
Morning_Peak,5628111964-5628111961,Unnamed,Small_Alley,Clear,0,5.1
Morning_Peak,5628111964-5628111963,Unnamed,Small_Alley,Congested,1,25.8
Morning_Peak,5628111964-5628111963,Unnamed,Small_Alley,Congested,1,25.8
Morning_Peak,5628111964-5628111965,Unnamed,Small_Alley,Clear,0,5.2
Morning_Peak,5628111965-5628111966,Unnamed,Small_Alley,Clear,0,25.8
Morning_Peak,5628111965-5628111966,Unnamed,Small_Alley,Clear,0,25.8
Morning_Peak,5628111965-5628111964,Unnamed,Small_Alley,Clear,0,5.2
Morning_Peak,5628111965-5628111968,Unnamed,Small_Alley,Clear,0,5.3
Morning_Peak,5628111966-5628111963,Unnamed,Small_Alley,Clear,0,5.1
Morning_Peak,5628111966-5628111965,Unnamed,Small_Alley,Congested,1,25.8
Morning_Peak,5628111966-5628111965,Unnamed,Small_Alley,Congested,1,25.8
Morning_Peak,5628111966-5628111967,Unnamed,Small_Alley,Clear,0,5.3
Morning_Peak,5628111967-5628111968,Unnamed,Small_Alley,Congested,1,25.5
Morning_Peak,5628111967-5628111968,Unnamed,Small_Alley,Congested,1,25.5
Morning_Peak,5628111967-5628111968,Unnamed,Small_Alley,Congested,1,33.7
Morning_Peak,5628111967-5628111966,Unnamed,Small_Alley,Clear,0,5.3
Morning_Peak,5628111968-5628111965,Unnamed,Small_Alley,Clear,0,5.3
Morning_Peak,5628111968-5628111967,Unnamed,Small_Alley,Clear,0,25.5
Morning_Peak,5628111968-5628111967,Unnamed,Small_Alley,Clear,0,25.5
Morning_Peak,5628111968-5628111967,Unnamed,Small_Alley,Clear,0,33.7
Morning_Peak,5628111973-5628111974,Unnamed,Small_Alley,Congested,1,20.5
Morning_Peak,5628111973-5628111974,Unnamed,Small_Alley,Congested,1,20.5
Morning_Peak,5628111973-5628111974,Unnamed,Small_Alley,Congested,1,33.0
Morning_Peak,5628111973-5628111978,Unnamed,Small_Alley,Congested,1,7.6
Morning_Peak,5628111974-5628111973,Unnamed,Small_Alley,Clear,0,20.5
Morning_Peak,5628111974-5628111973,Unnamed,Small_Alley,Clear,0,20.5
Morning_Peak,5628111974-5628111973,Unnamed,Small_Alley,Clear,0,33.0
Morning_Peak,5628111974-5628111977,Unnamed,Small_Alley,Clear,0,5.9
Morning_Peak,5628111977-5628111974,Unnamed,Small_Alley,Clear,0,5.9
Morning_Peak,5628111977-5628111978,Unnamed,Small_Alley,Congested,1,18.6
Morning_Peak,5628111977-5628111978,Unnamed,Small_Alley,Congested,1,18.6
Morning_Peak,5628111977-5628111979,Unnamed,Small_Alley,Clear,0,16.1
Morning_Peak,5628111978-5628111977,Unnamed,Small_Alley,Clear,0,18.6
Morning_Peak,5628111978-5628111977,Unnamed,Small_Alley,Clear,0,18.6
Morning_Peak,5628111978-5628111980,Unnamed,Small_Alley,Congested,1,15.8
Morning_Peak,5628111978-5628111973,Unnamed,Small_Alley,Clear,0,7.6
Morning_Peak,5628111979-5628111980,Unnamed,Small_Alley,Clear,0,18.5
Morning_Peak,5628111979-5628111980,Unnamed,Small_Alley,Clear,0,18.5
Morning_Peak,5628111979-5628111977,Unnamed,Small_Alley,Clear,0,16.1
Morning_Peak,5628111979-5628111983,Unnamed,Small_Alley,Clear,0,32.8
Morning_Peak,5628111980-5628111978,Unnamed,Small_Alley,Clear,0,15.8
Morning_Peak,5628111980-5628111979,Unnamed,Small_Alley,Congested,1,18.5
Morning_Peak,5628111980-5628111979,Unnamed,Small_Alley,Congested,1,18.5
Morning_Peak,5628111980-5628111984,Unnamed,Small_Alley,Clear,0,6.4
Morning_Peak,5628111983-5628111984,Unnamed,Small_Alley,Clear,0,46.8
Morning_Peak,5628111983-5628111984,Unnamed,Small_Alley,Clear,0,46.8
Morning_Peak,5628111983-5628111988,Unnamed,Small_Alley,Clear,0,5.4
Morning_Peak,5628111983-5628111979,Unnamed,Small_Alley,Congested,1,32.8
Morning_Peak,5628111984-5628111980,Unnamed,Small_Alley,Clear,0,6.4
Morning_Peak,5628111984-5628111983,Unnamed,Small_Alley,Congested,1,46.8
Morning_Peak,5628111984-5628111983,Unnamed,Small_Alley,Congested,1,46.8
Morning_Peak,5628111984-5628111987,Unnamed,Small_Alley,Clear,0,5.8
Morning_Peak,5628111987-5628111988,Unnamed,Small_Alley,Clear,0,46.8
Morning_Peak,5628111987-5628111988,Unnamed,Small_Alley,Clear,0,46.8
Morning_Peak,5628111987-5628111984,Unnamed,Small_Alley,Clear,0,5.8
Morning_Peak,5628111987-5628111989,Unnamed,Small_Alley,Congested,1,5.7
Morning_Peak,5628111988-5628111983,Unnamed,Small_Alley,Clear,0,5.4
Morning_Peak,5628111988-5628111987,Unnamed,Small_Alley,Congested,1,46.8
Morning_Peak,5628111988-5628111987,Unnamed,Small_Alley,Congested,1,46.8
Morning_Peak,5628111988-5628111990,Unnamed,Small_Alley,Clear,0,5.9
Morning_Peak,5628111989-5628111990,Unnamed,Small_Alley,Congested,1,46.8
Morning_Peak,5628111989-5628111990,Unnamed,Small_Alley,Congested,1,46.8
Morning_Peak,5628111989-5628111987,Unnamed,Small_Alley,Clear,0,5.7
Morning_Peak,5628111989-5628111991,Unnamed,Small_Alley,Clear,0,5.9
Morning_Peak,5628111990-5628111988,Unnamed,Small_Alley,Clear,0,5.9
Morning_Peak,5628111990-5628111989,Unnamed,Small_Alley,Clear,0,46.8
Morning_Peak,5628111990-5628111989,Unnamed,Small_Alley,Clear,0,46.8
Morning_Peak,5628111990-5628111992,Unnamed,Small_Alley,Clear,0,5.9
Morning_Peak,5628111991-5628111992,Unnamed,Small_Alley,Clear,0,46.7
Morning_Peak,5628111991-5628111992,Unnamed,Small_Alley,Clear,0,46.7
Morning_Peak,5628111991-5628111989,Unnamed,Small_Alley,Clear,0,5.9
Morning_Peak,5628111991-5628111993,Unnamed,Small_Alley,Clear,0,6.1
Morning_Peak,5628111992-5628111990,Unnamed,Small_Alley,Clear,0,5.9
Morning_Peak,5628111992-5628111991,Unnamed,Small_Alley,Congested,1,46.7
Morning_Peak,5628111992-5628111991,Unnamed,Small_Alley,Congested,1,46.7
Morning_Peak,5628111992-5628111994,Unnamed,Small_Alley,Congested,1,5.7
Morning_Peak,5628111993-5628111994,Unnamed,Small_Alley,Congested,1,46.4
Morning_Peak,5628111993-5628111994,Unnamed,Small_Alley,Congested,1,46.4
Morning_Peak,5628111993-5628111991,Unnamed,Small_Alley,Clear,0,6.1
Morning_Peak,5628111993-2705260660,Unnamed,Small_Alley,Clear,0,5.7
Morning_Peak,5628111994-5628111992,Unnamed,Small_Alley,Clear,0,5.7
Morning_Peak,5628111994-5628111993,Unnamed,Small_Alley,Clear,0,46.4
Morning_Peak,5628111994-5628111993,Unnamed,Small_Alley,Clear,0,46.4
