Time_Period,Road_Type,Max_Speed,Lanes,Road_Length,Angle_Deviation,One_Way,Is_Obstacle,Travel_Time_Base,Node_Degree,Should_Take
Morning_Peak,service,40,1,5.592416604,87.08,0,0,1.01,2,YES
Morning_Peak,footway,40,1,44.60167567,128.36,0,0,3.21,3,YES
Morning_Peak,footway,40,1,118.8043972,22.35,0,0,8.55,3,YES
Morning_Peak,residential,30,1,27.98433865,102.39,1,0,2.01,2,YES
Morning_Peak,footway,40,1,56.50317201,113.16,0,0,4.07,3,YES
Morning_Peak,residential,30,1,4.002415727,83.5,1,0,0.29,2,YES
Morning_Peak,footway,40,1,9.704537932,63.21,0,0,0.7,3,YES
Morning_Peak,service,40,1,11.24073012,0.48,0,0,2.02,3,YES
Morning_Peak,footway,40,1,42.35457635,21.59,0,0,3.05,4,YES
Morning_Peak,service,40,1,40.80714067,22.56,0,0,7.35,3,YES
Morning_Peak,footway,40,1,54.27008664,115.67,0,0,3.91,3,YES
Morning_Peak,secondary,60,3,35.47584878,55.2,1,0,4.26,2,YES
Morning_Peak,footway,40,1,29.98099993,102.57,0,0,2.16,3,YES
Morning_Peak,residential,30,1,64.77662722,24.72,1,0,4.66,1,YES
Morning_Peak,footway,40,1,25.40087212,33.81,0,0,1.83,3,YES
Morning_Peak,residential,30,1,18.8010172,32.33,1,0,1.35,2,YES
Morning_Peak,footway,40,1,59.07264921,35.82,0,0,4.25,4,YES
Morning_Peak,unclassified,40,1,32.87241092,168.03,1,0,2.96,2,YES
Morning_Peak,footway,40,1,33.91380283,52.68,0,0,2.44,2,YES
Morning_Peak,service,40,1,157.9823489,135.25,0,0,28.44,3,YES
Morning_Peak,unclassified,40,1,33.24264525,113.94,0,0,2.99,3,YES
Morning_Peak,footway,40,1,4.159855513,80.58,0,0,0.3,3,YES
Morning_Peak,tertiary,50,2,26.87679895,83,1,1,2.42,1,YES
Morning_Peak,secondary,60,3,13.43876173,52.86,1,0,1.61,2,YES
Morning_Peak,residential,30,1,32.75381248,100.97,0,0,2.36,3,YES
Morning_Peak,service,40,1,29.22602229,57.32,0,0,5.26,3,YES
Morning_Peak,residential,30,1,8.430406441,12.89,1,0,0.61,3,YES
Morning_Peak,footway,40,1,60.07146049,20.32,0,0,4.33,3,YES
Morning_Peak,secondary,60,3,27.29622634,71.13,1,1,3.28,1,YES
Morning_Peak,residential,30,1,67.68116486,2.69,1,0,4.87,2,YES
Morning_Peak,footway,40,1,93.60679133,18.16,0,0,6.74,4,YES
Morning_Peak,footway,40,1,3.706767695,114.56,0,0,0.27,3,YES
Morning_Peak,footway,40,1,7.000253906,149.87,0,0,0.5,2,YES
Morning_Peak,unclassified,40,1,52.433889,169.73,0,0,4.72,3,NO
Morning_Peak,footway,40,1,47.0819146,174.66,0,0,3.39,4,NO
Morning_Peak,unclassified,40,1,16.20280009,65.09,0,0,1.46,4,YES
Morning_Peak,unclassified,40,1,3.752428013,16.26,0,0,0.34,3,YES
Morning_Peak,unclassified,40,1,6.323890621,8.66,0,0,0.57,3,YES
Morning_Peak,footway,40,1,24.80525127,21.63,0,0,1.79,4,YES
Morning_Peak,unclassified,40,1,4.556356772,13.28,0,0,0.41,3,YES
Morning_Peak,unclassified,40,1,3.816447145,70.67,0,0,0.34,3,YES
Morning_Peak,unclassified,40,1,27.58871104,25.62,0,0,2.48,3,YES
Morning_Peak,unclassified,40,1,9.992428466,0.01,0,0,0.9,3,YES
Morning_Peak,residential,30,1,10.94271607,56.6,1,0,0.79,2,YES
Morning_Peak,residential,30,1,25.88622625,136.68,1,0,1.86,2,YES
Morning_Peak,unclassified,40,1,16.65422495,17.94,0,0,1.5,3,YES
Morning_Peak,footway,40,1,91.39997782,16.5,0,0,6.58,3,YES
Morning_Peak,footway,40,1,79.89881706,48.16,0,0,5.75,3,YES
Morning_Peak,unclassified,40,1,1.779077475,43.19,0,0,0.16,3,YES
Morning_Peak,unclassified,40,1,1.720657021,73.13,0,0,0.15,3,YES
Morning_Peak,unclassified,40,1,1.64762762,58.18,0,0,0.15,4,YES
Morning_Peak,footway,40,1,47.0819146,89.87,0,0,3.39,4,YES
Morning_Peak,footway,40,1,12.79955201,45.03,0,0,0.92,3,YES
Morning_Peak,unclassified,40,1,11.2158142,21.06,0,0,1.01,5,YES
Morning_Peak,unclassified,40,1,12.14974931,1.78,0,0,1.09,3,YES
Morning_Peak,unclassified,40,1,12.83902609,0,0,1,1.16,2,YES
Morning_Peak,unclassified,40,1,6.451746504,10.44,0,0,0.58,2,YES
Morning_Peak,unclassified,40,1,4.345346629,11.1,0,0,0.39,3,YES
Morning_Peak,unclassified,40,1,22.36576625,13.05,0,0,2.01,3,YES
Morning_Peak,unclassified,40,1,4.479238424,37.17,0,0,0.4,3,YES
Morning_Peak,footway,40,1,2.590859176,72.74,0,0,0.19,3,YES
Morning_Peak,unclassified,40,1,3.8851472,29.5,0,0,0.35,3,YES
Morning_Peak,unclassified,40,1,18.01115567,28.17,0,0,1.62,3,YES
Morning_Peak,unclassified,40,1,9.053021273,24.78,0,0,0.81,3,YES
Morning_Peak,residential,30,1,26.31460751,17.03,1,0,1.89,1,YES
Morning_Peak,footway,40,1,3.093560278,36.45,0,0,0.22,2,YES
Morning_Peak,unclassified,40,1,2.19320294,116.29,0,0,0.2,4,YES
Morning_Peak,unclassified,40,1,4.962863036,74.83,0,0,0.45,3,YES
Morning_Peak,unclassified,40,1,26.82959635,147.97,0,0,2.41,3,YES
Morning_Peak,residential,30,1,30.10584017,145.93,1,0,2.17,2,YES
Morning_Peak,footway,40,1,2.236789324,27.95,0,0,0.16,2,YES
Morning_Peak,unclassified,40,1,11.33833366,32.52,0,0,1.02,3,YES
Morning_Peak,residential,30,1,13.02591882,68,1,0,0.94,2,YES
Morning_Peak,unclassified,40,1,4.470701637,12.64,0,0,0.4,3,YES
Morning_Peak,pedestrian,40,1,3.858551778,64.47,0,0,0.35,2,YES
Morning_Peak,unclassified,40,1,4.299241769,73.51,0,0,0.39,3,YES
Morning_Peak,unclassified,40,1,2.220409133,57.05,0,0,0.2,3,YES
Morning_Peak,footway,40,1,0.829749357,45.72,0,0,0.06,4,YES
Morning_Peak,residential,30,2,33.24703074,65.56,0,0,2.39,3,NO
Morning_Peak,primary,70,4,54.46033808,126.59,0,1,4.9,3,NO
Morning_Peak,cycleway,40,1,5.395744414,13.2,0,1,0.49,3,YES
Morning_Peak,cycleway,40,1,62.43549176,22.7,0,0,5.62,4,YES
Morning_Peak,secondary,60,2,25.76564267,0,1,1,3.09,1,YES
Morning_Peak,secondary,60,2,10.14126473,0.58,1,1,1.22,2,YES
Morning_Peak,service,40,1,18.83197136,110.19,0,0,3.39,4,YES
Morning_Peak,cycleway,40,1,77.77141565,14.96,0,0,7,2,YES
Morning_Peak,cycleway,40,1,16.46271505,9.11,0,0,1.48,3,YES
Morning_Peak,cycleway,40,1,67.63447114,10.58,0,0,6.09,4,YES
Morning_Peak,service,40,1,30.68237531,99.76,0,0,5.52,4,YES
Morning_Peak,cycleway,40,1,40.47914128,7.36,0,0,3.64,4,YES
Morning_Peak,cycleway,40,1,5.903835073,12.95,0,0,0.53,3,YES
Morning_Peak,service,40,1,168.1402568,6.85,0,0,30.27,4,YES
Morning_Peak,unclassified,40,1,34.83779858,17.01,0,1,3.14,2,YES
Morning_Peak,secondary,60,2,11.38000341,2.41,1,1,1.37,2,YES
Morning_Peak,cycleway,40,1,14.32641478,12.4,0,0,1.29,4,YES
Morning_Peak,service,40,1,5.161778898,98.98,1,0,0.93,3,YES
Morning_Peak,cycleway,40,1,50.90837225,9.39,0,0,4.58,3,YES
Morning_Peak,cycleway,40,1,177.0688825,38.51,0,0,15.94,4,YES
Morning_Peak,cycleway,40,1,127.5053112,3.74,0,0,11.48,3,YES
Morning_Peak,cycleway,40,1,19.618403,9.7,0,1,1.77,3,YES
Morning_Peak,cycleway,40,1,28.04367959,5.94,0,0,2.52,3,YES
Morning_Peak,service,40,1,8.291823573,102.26,0,0,1.49,4,YES
Morning_Peak,footway,40,1,8.46565441,101.85,0,0,0.61,3,NO
Morning_Peak,unclassified,40,1,11.26239458,165.79,0,0,1.01,4,NO
Morning_Peak,residential,30,1,16.65200653,135.28,1,0,1.2,3,YES
Morning_Peak,footway,40,1,28.25402537,29.96,0,0,2.03,4,YES
Morning_Peak,footway,40,1,4.468494096,54.1,0,0,0.32,3,YES
Morning_Peak,residential,30,1,24.34437294,52.7,1,0,1.75,2,YES
Morning_Peak,unclassified,40,1,18.68077607,50.11,0,0,1.68,3,YES
Morning_Peak,footway,40,1,41.54744843,127.94,0,0,2.99,3,YES
Morning_Peak,unclassified,40,1,52.433889,128.36,0,0,4.72,3,YES
Morning_Peak,footway,40,1,185.964702,16.08,0,0,13.39,3,YES
Morning_Peak,service,40,1,38.34079193,40.19,1,0,6.9,2,YES
Morning_Peak,residential,30,1,64.29591022,0.77,1,0,4.63,2,YES
Morning_Peak,unclassified,40,1,3.17823243,65.74,0,0,0.29,2,YES
Morning_Peak,unclassified,40,1,4.416821736,34.4,0,0,0.4,2,YES
Morning_Peak,unclassified,40,1,5.862834695,151.68,0,0,0.53,2,YES
Morning_Peak,unclassified,40,1,52.36723648,142.92,0,0,4.71,2,YES
Morning_Peak,footway,40,1,6.087518526,37.19,0,0,0.44,3,YES
Morning_Peak,footway,40,1,61.95871126,49.28,0,0,4.46,3,YES
Morning_Peak,footway,40,1,5.739843484,36.89,0,0,0.41,3,YES
Morning_Peak,footway,40,1,43.87123592,36.65,0,0,3.16,3,YES
Morning_Peak,residential,30,1,81.09689307,106.9,1,0,5.84,1,YES
Morning_Peak,unclassified,40,1,6.378776801,44.86,0,0,0.57,2,YES
Morning_Peak,footway,40,1,17.65923072,27.53,0,0,1.27,3,YES
Morning_Peak,cycleway,40,1,6.788916797,63.06,0,1,0.61,3,YES
Morning_Peak,service,40,1,145.0177838,42.79,1,0,26.1,3,YES
Morning_Peak,residential,30,1,97.61660654,0,1,1,7.03,2,YES
Morning_Peak,unclassified,40,1,5.058650738,51.66,0,0,0.46,2,YES
Morning_Peak,unclassified,40,1,4.244715389,138.33,0,0,0.38,2,YES
Morning_Peak,unclassified,40,1,2.928345254,38.35,0,1,0.26,2,YES
Morning_Peak,footway,40,1,62.71245816,29.38,0,0,4.52,3,YES
Morning_Peak,unclassified,40,1,5.202471106,51.6,0,0,0.47,2,YES
Morning_Peak,residential,30,1,18.23731523,132.81,1,0,1.31,2,YES
Morning_Peak,unclassified,40,1,3.25466445,132.91,0,0,0.29,2,YES
Morning_Peak,unclassified,40,1,9.548330076,38.08,0,0,0.86,2,YES
Morning_Peak,footway,40,1,49.04031267,26.17,0,0,3.53,4,YES
Morning_Peak,unclassified,40,1,110.020691,118.45,0,0,9.9,3,YES
Morning_Peak,footway,40,1,84.63496423,29.3,0,0,6.09,3,YES
Morning_Peak,footway,40,1,36.92353104,58.43,0,0,2.66,3,YES
Morning_Peak,unclassified,40,1,4.649463535,164.16,0,0,0.42,2,YES
Morning_Peak,cycleway,40,1,32.34325866,54.84,0,0,2.91,3,YES
Morning_Peak,cycleway,40,1,106.8908742,39.19,0,0,9.62,3,YES
Morning_Peak,footway,40,1,165.9126708,14.26,0,0,11.95,3,YES
Morning_Peak,service,40,1,1.614198266,136.86,1,0,0.29,3,YES
Morning_Peak,cycleway,40,1,58.92017017,59.73,0,0,5.3,4,YES
Morning_Peak,footway,40,1,58.06911478,60.52,0,1,4.18,3,YES
Morning_Peak,path,40,1,41.28389735,135.95,0,0,3.72,3,YES
Morning_Peak,residential,30,1,23.54129525,132.63,1,0,1.69,2,YES
Morning_Peak,unclassified,40,1,2.947002388,115.67,0,0,0.27,2,YES
Morning_Peak,residential,30,1,33.2484478,58.55,1,0,2.39,2,YES
Morning_Peak,unclassified,40,1,14.7213428,23.84,0,0,1.32,3,YES
Morning_Peak,footway,40,1,48.62528806,31.34,0,0,3.5,3,YES
Morning_Peak,unclassified,40,1,8.615931377,48.32,0,0,0.78,3,YES
Morning_Peak,unclassified,40,1,7.047071192,16.79,0,1,0.63,3,YES
Morning_Peak,unclassified,40,1,5.574788061,164.29,0,0,0.5,2,YES
Morning_Peak,footway,40,1,15.49675149,48.11,0,0,1.12,3,YES
Morning_Peak,footway,40,1,52.16874801,47.64,0,0,3.76,2,YES
Morning_Peak,cycleway,40,1,5.127542875,69.27,0,0,0.46,3,YES
Morning_Peak,unclassified,40,1,4.794536606,45.45,0,0,0.43,2,YES
Morning_Peak,unclassified,40,1,3.333328991,99.55,0,0,0.3,2,YES
Morning_Peak,unclassified,40,1,6.180389161,138.15,0,0,0.56,3,NO
Morning_Peak,tertiary,50,2,12.8966623,44.97,1,1,1.16,3,NO
Morning_Peak,footway,40,1,5.788482194,160.6,0,0,0.42,3,YES
Morning_Peak,footway,40,1,185.964702,51.3,0,0,13.39,3,YES
Morning_Peak,footway,40,1,4.779949959,156.73,0,0,0.34,3,YES
Morning_Peak,cycleway,40,1,6.788916797,28.46,0,1,0.61,3,YES
Morning_Peak,footway,40,1,44.60167567,25.73,0,0,3.21,3,YES
Morning_Peak,footway,40,1,56.50317201,27.75,0,0,4.07,3,YES
Morning_Peak,unclassified,40,1,41.43239378,4.81,1,0,3.73,3,YES
Morning_Peak,footway,40,1,85.96193736,32.27,0,0,6.19,4,YES
Morning_Peak,unclassified,40,2,57.04576692,11.98,1,0,5.13,3,YES
Morning_Peak,footway,40,1,84.63496423,68.34,0,0,6.09,3,YES
Morning_Peak,footway,40,1,54.27008664,31.78,0,0,3.91,3,YES
Morning_Peak,unclassified,40,1,29.03177914,56.49,0,0,2.61,3,YES
Morning_Peak,unclassified,40,1,17.13830389,39.39,0,0,1.54,3,YES
Morning_Peak,residential,30,1,23.54129525,109.64,1,0,1.69,2,YES
Morning_Peak,unclassified,40,1,33.24264525,23.04,0,0,2.99,3,YES
Morning_Peak,unclassified,40,1,7.065845789,26.91,1,0,0.64,3,YES
Morning_Peak,cycleway,40,1,5.127542875,34.32,0,0,0.46,3,YES
Morning_Peak,unclassified,40,1,23.41034097,57.9,0,0,2.11,3,YES
Morning_Peak,footway,40,1,4.468494096,25.76,0,0,0.32,3,YES
Morning_Peak,tertiary,50,1,12.85419867,79.15,1,0,1.16,2,YES
Morning_Peak,footway,40,1,6.151294542,2.97,0,0,0.44,3,YES
Morning_Peak,unclassified,40,2,22.28369017,37.12,1,0,2.01,2,YES
Morning_Peak,service,40,1,2.713431843,39.1,0,0,0.49,4,YES
Morning_Peak,footway,40,1,36.92353104,29.9,0,0,2.66,3,YES
Morning_Peak,cycleway,40,1,58.92017017,29.57,0,0,5.3,4,YES
Morning_Peak,footway,40,1,52.7624534,29.51,0,0,3.8,3,YES
Morning_Peak,footway,40,1,9.332081799,45.39,0,0,0.67,3,YES
Morning_Peak,footway,40,1,3.706767695,25.94,0,0,0.27,3,YES
Morning_Peak,footway,40,1,92.46425025,108.68,0,0,6.66,2,YES
Morning_Peak,unclassified,40,2,24.01233026,32.08,1,0,2.16,3,YES
Morning_Peak,footway,40,1,23.67049623,40.09,0,0,1.7,3,YES
Morning_Peak,service,40,1,6.271865994,36.08,0,1,1.13,2,YES
Morning_Peak,service,40,1,33.94224621,44.13,0,0,6.11,3,YES
Morning_Peak,unclassified,40,2,11.39710284,41.6,1,0,1.03,2,YES
Morning_Peak,footway,40,1,79.00293043,47.55,0,0,5.69,3,YES
Morning_Peak,footway,40,1,9.755998667,44.18,0,0,0.7,3,YES
Morning_Peak,service,40,1,47.22702944,71.21,0,0,8.5,3,YES
Morning_Peak,residential,30,1,81.09689307,85.63,1,0,5.84,1,YES
Morning_Peak,footway,40,1,62.86426921,42.32,0,0,4.53,4,YES
Morning_Peak,cycleway,40,1,94.16315433,49.53,0,0,8.47,4,YES
Morning_Peak,cycleway,40,1,8.413944404,50.19,0,0,0.76,3,YES
Morning_Peak,footway,40,1,38.30674498,11.14,0,0,2.76,3,YES
Morning_Peak,unclassified,40,1,20.07151844,8.69,1,0,1.81,2,YES
Morning_Peak,unclassified,40,1,2.700397138,137.69,1,0,0.24,2,YES
Morning_Peak,unclassified,40,1,1.773954001,59.88,0,0,0.16,4,YES
Morning_Peak,footway,40,1,49.04031267,65.08,0,0,3.53,4,YES
Morning_Peak,primary,70,2,48.77893877,65.75,0,0,4.39,2,YES
Morning_Peak,unclassified,40,1,20.96271553,0,0,0,1.89,3,YES
Morning_Peak,footway,40,1,7.607569018,39.28,0,0,0.55,3,YES
Morning_Peak,residential,30,1,60.00036774,60.35,0,0,4.32,3,YES
Morning_Peak,unclassified,40,2,9.950065333,30.5,1,0,0.9,3,YES
Morning_Peak,footway,40,1,52.16874801,24.45,0,0,3.76,2,YES
Morning_Peak,footway,40,1,93.60679133,77.69,0,0,6.74,4,YES
Morning_Peak,residential,30,1,16.65200653,109.59,1,0,1.2,3,YES
Morning_Peak,tertiary,50,1,11.17427187,75.78,1,0,1.01,2,YES
Morning_Peak,service,40,1,38.34079193,20.26,1,0,6.9,2,YES
Morning_Peak,footway,40,1,28.94704447,42.54,0,0,2.08,4,YES
Morning_Peak,footway,40,1,8.484091922,20.92,0,0,0.61,3,YES
Morning_Peak,footway,40,1,2.253597294,46.29,0,0,0.16,3,YES
Morning_Peak,primary,70,5,50.63100279,148.33,1,0,4.56,1,YES
Morning_Peak,tertiary,50,2,19.2300756,38.89,1,0,1.73,2,YES
Morning_Peak,footway,40,1,37.1324048,71.88,0,0,2.67,3,YES
Morning_Peak,footway,40,1,61.95871126,23.5,0,0,4.46,3,YES
Morning_Peak,footway,40,1,20.23485235,22.88,0,0,1.46,3,YES
Morning_Peak,footway,40,1,43.87123592,74.32,0,0,3.16,3,YES
Morning_Peak,footway,40,1,43.91229197,112.95,0,0,3.16,4,YES
Morning_Peak,footway,40,1,24.2018351,22.15,0,0,1.74,3,YES
Morning_Peak,cycleway,40,1,17.420498,95.6,0,0,1.57,3,YES
Morning_Peak,unclassified,40,2,184.5724786,44.3,1,0,16.61,1,YES
Morning_Peak,unclassified,40,2,9.034954701,34.88,1,0,0.81,1,YES
Morning_Peak,footway,40,1,118.8043972,93.22,0,0,8.55,3,YES
Morning_Peak,unclassified,40,1,25.13098782,7.97,1,0,2.26,2,YES
Morning_Peak,unclassified,40,1,109.5957048,68.14,0,0,9.86,3,YES
Morning_Peak,residential,30,1,18.23731523,109.99,1,0,1.31,2,YES
Morning_Peak,footway,40,1,42.35457635,89.5,0,0,3.05,4,YES
Morning_Peak,unclassified,40,1,1.511411049,142.57,0,0,0.14,4,YES
Morning_Peak,primary,70,2,41.84726263,127.62,1,0,3.77,3,YES
Morning_Peak,footway,40,1,29.98099993,25.97,0,0,2.16,3,YES
Morning_Peak,cycleway,40,1,32.34325866,21.9,0,0,2.91,3,YES
Morning_Peak,footway,40,1,82.04045159,121.52,0,0,5.91,3,YES
Morning_Peak,primary,70,2,116.5739347,132.71,1,0,10.49,1,YES
Morning_Peak,unclassified,40,2,61.52478172,59.48,0,0,5.54,3,YES
Morning_Peak,unclassified,40,1,10.3911148,63.57,0,0,0.94,4,YES
Morning_Peak,tertiary,50,2,50.16173427,46.33,1,1,4.51,3,YES
Morning_Peak,service,40,1,44.15785702,19.73,0,0,7.95,3,YES
Morning_Peak,footway,40,1,15.49675149,23.04,0,0,1.12,3,YES
Morning_Peak,tertiary,50,2,30.01779805,30.71,1,1,2.7,2,YES
Morning_Peak,footway,40,1,60.07146049,84.61,0,0,4.33,3,YES
Morning_Peak,unclassified,40,1,4.179906032,170.32,0,0,0.38,3,NO
Morning_Peak,service,40,1,40.83917489,70.99,0,0,7.35,4,NO
Morning_Peak,residential,30,2,5.074373998,67.3,1,0,0.37,2,YES
Morning_Peak,service,40,1,5.351551017,93.1,0,1,0.96,3,YES
Morning_Peak,footway,40,1,29.08526572,97.07,0,0,2.09,3,YES
Morning_Peak,service,40,1,135.5585373,97.47,0,0,24.4,3,YES
Morning_Peak,unclassified,40,1,14.15986698,174.78,0,0,1.27,3,YES
Morning_Peak,service,40,1,9.374697785,0,0,0,1.69,3,YES
Morning_Peak,residential,30,1,18.19140844,151.42,1,0,1.31,2,YES
Morning_Peak,footway,40,1,48.01019394,94.89,0,0,3.46,3,YES
Morning_Peak,residential,30,2,130.8933984,23.8,0,0,9.42,3,YES
Morning_Peak,service,40,1,4.552505454,173.31,0,0,0.82,3,YES
Morning_Peak,footway,40,1,71.30181775,90.65,0,0,5.13,3,YES
Morning_Peak,residential,30,2,38.98383608,110.44,0,0,2.81,3,YES
Morning_Peak,service,40,1,8.115619958,120.59,0,0,1.46,4,YES
Morning_Peak,footway,40,1,116.4931299,66.69,0,0,8.39,3,YES
Morning_Peak,service,40,1,9.393076542,86.57,1,0,1.69,3,YES
Morning_Peak,footway,40,1,79.69493437,84.9,0,0,5.74,3,YES
Morning_Peak,residential,30,1,103.4648586,1.92,1,0,7.45,2,YES
Morning_Peak,residential,30,2,24.5138035,29.97,1,0,1.76,2,YES
Morning_Peak,unclassified,40,1,10.85751238,148.41,0,0,0.98,3,YES
Morning_Peak,service,40,1,109.3882584,12.13,1,0,19.69,3,YES
Morning_Peak,residential,30,2,11.12137936,32.12,0,0,0.8,4,YES
Morning_Peak,footway,40,1,7.789371503,75.05,0,1,0.56,3,YES
Morning_Peak,footway,40,1,58.45594873,10.48,0,0,4.21,3,YES
Morning_Peak,residential,30,2,18.00220385,55.74,1,0,1.3,1,YES
Morning_Peak,footway,40,1,102.7092403,73.61,0,0,7.4,4,YES
Morning_Peak,service,40,1,20.00373604,2.13,0,0,3.6,3,YES
Morning_Peak,footway,40,1,3.205846464,87.04,0,0,0.23,3,YES
Morning_Peak,residential,30,2,33.47513278,28.37,0,0,2.41,3,YES
Morning_Peak,residential,30,2,14.17948613,25.73,1,0,1.02,2,YES
Morning_Peak,residential,30,1,18.54816617,148.6,1,0,1.34,2,YES
Morning_Peak,residential,30,1,24.28771068,149.2,1,0,1.75,2,YES
Morning_Peak,service,40,1,48.55319799,91.69,0,0,8.74,2,YES
Morning_Peak,residential,30,2,42.04277656,29.92,0,0,3.03,3,YES
Morning_Peak,footway,40,1,32.37337823,79.68,0,0,2.33,3,YES
Morning_Peak,residential,30,1,54.47117428,153.07,1,0,3.92,2,YES
Morning_Peak,secondary,60,3,18.62141723,0.97,1,1,2.23,1,YES
Morning_Peak,cycleway,40,1,7.990808692,2.59,0,0,0.72,4,YES
Morning_Peak,service,40,1,5.19415384,77.26,0,0,0.93,2,YES
Morning_Peak,residential,30,1,6.18916734,161.06,0,0,0.45,2,YES
Morning_Peak,residential,30,1,4.548482666,147.79,1,0,0.33,2,YES
Morning_Peak,footway,40,1,123.0576743,2.65,0,0,8.86,3,YES
Morning_Peak,footway,40,1,13.27754689,82.07,0,0,0.96,3,YES
Morning_Peak,cycleway,40,1,24.93441939,2.61,0,0,2.24,3,YES
Morning_Peak,residential,30,1,32.59228965,163.05,0,0,2.35,3,YES
Morning_Peak,residential,30,1,8.916584094,176.6,1,0,0.64,2,YES
Morning_Peak,service,40,1,6.236462805,104.21,0,0,1.12,4,YES
Morning_Peak,unclassified,40,1,14.40843375,168.89,0,0,1.3,3,YES
Morning_Peak,footway,40,1,7.61261491,81.6,0,0,0.55,3,YES
Morning_Peak,footway,40,1,49.01941008,34.01,0,0,3.53,3,YES
Morning_Peak,residential,30,1,15.78350031,147.74,1,0,1.14,2,YES
Morning_Peak,residential,30,2,10.3177389,60.24,1,0,0.74,2,YES
Morning_Peak,residential,30,2,47.65356551,60.73,1,0,3.43,2,YES
Morning_Peak,service,40,1,9.517492274,79.92,0,0,1.71,4,YES
Morning_Peak,cycleway,40,1,7.526173493,7.15,0,0,0.68,4,YES
Morning_Peak,cycleway,40,1,6.21744958,2.48,0,0,0.56,4,YES
Morning_Peak,cycleway,40,1,7.055088844,5.87,0,0,0.63,4,YES
Morning_Peak,residential,30,2,27.65157974,105.75,0,0,1.99,3,YES
Morning_Peak,residential,30,1,11.37347143,153.29,1,0,0.82,2,YES
Morning_Peak,residential,30,2,48.10787132,118.68,0,0,3.46,3,YES
Morning_Peak,residential,30,2,107.2670693,30.93,1,0,7.72,2,YES
Morning_Peak,footway,40,1,7.398038171,97.37,0,0,0.53,3,YES
Morning_Peak,secondary,60,3,21.35566463,170,0,0,2.56,3,YES
Morning_Peak,residential,30,2,33.99783717,29.2,1,0,2.45,2,YES
Morning_Peak,cycleway,40,1,11.4595681,3.2,0,0,1.03,3,YES
Morning_Peak,service,40,1,12.23384469,1.1,0,0,2.2,3,YES
Morning_Peak,residential,30,2,50.5710603,68.5,1,0,3.64,2,YES
Morning_Peak,cycleway,40,1,61.81032548,3.39,0,0,5.56,4,YES
Morning_Peak,residential,30,2,40.97273512,102.42,0,0,2.95,4,YES
Morning_Peak,residential,30,2,6.313053227,45.82,1,0,0.45,2,YES
Morning_Peak,service,40,1,51.87802315,1.64,0,0,9.34,3,YES
Morning_Peak,footway,40,1,9.762952357,22.5,0,1,0.7,3,YES
Morning_Peak,secondary,60,3,65.6039594,126.58,1,1,7.87,2,YES
Morning_Peak,residential,30,2,80.96207256,49.74,1,0,5.83,2,YES
Morning_Peak,service,40,1,84.3435285,2.38,0,0,15.18,3,YES
Morning_Peak,residential,30,1,26.81174153,162.9,0,0,1.93,3,YES
Morning_Peak,unclassified,40,1,22.67779313,124.73,0,0,2.04,3,YES
Morning_Peak,service,40,1,6.49429483,90.21,0,0,1.17,3,YES
Morning_Peak,unclassified,40,1,56.24537915,18.71,0,0,5.06,3,NO
Morning_Peak,unclassified,40,1,46.09753631,98.39,0,1,4.15,3,NO
Morning_Peak,unclassified,40,1,8.078853008,162.04,0,0,0.73,3,YES
Morning_Peak,footway,40,1,2.607782271,33.46,0,0,0.19,4,YES
Morning_Peak,footway,40,1,1.660328452,29.31,0,0,0.12,3,YES
Morning_Peak,unclassified,40,1,5.2913935,0.04,0,0,0.48,3,YES
Morning_Peak,unclassified,40,1,32.45585476,101.23,0,0,2.92,3,YES
Morning_Peak,footway,40,1,8.822545559,85.32,0,0,0.64,3,YES
Morning_Peak,unclassified,40,1,5.494461477,0.03,0,0,0.49,3,YES
Morning_Peak,unclassified,40,1,6.10979373,0.22,0,0,0.55,3,YES
Morning_Peak,footway,40,1,111.6379032,41.08,0,0,8.04,4,YES
Morning_Peak,unclassified,40,1,2.719411555,60.29,0,0,0.24,3,YES
Morning_Peak,unclassified,40,1,4.384149031,19.1,0,0,0.39,3,YES
Morning_Peak,unclassified,40,1,14.41950017,49.81,0,0,1.3,3,YES
Morning_Peak,unclassified,40,1,16.00666144,32.69,0,0,1.44,4,YES
Morning_Peak,unclassified,40,1,5.736062498,2.2,0,0,0.52,3,YES
Morning_Peak,residential,30,1,34.67932863,164.39,1,0,2.5,2,YES
Morning_Peak,footway,40,1,19.95671506,21.9,0,0,1.44,3,YES
Morning_Peak,footway,40,1,80.87723607,46.62,0,1,5.82,3,YES
Morning_Peak,footway,40,1,39.09409209,33.73,0,0,2.81,4,YES
Morning_Peak,footway,40,1,4.666448082,27.82,0,0,0.34,3,YES
Morning_Peak,unclassified,40,1,9.045207327,62.64,0,0,0.81,3,YES
Morning_Peak,unclassified,40,1,6.545034529,1.99,0,0,0.59,3,YES
Morning_Peak,unclassified,40,1,1.779077475,57.53,0,0,0.16,3,YES
Morning_Peak,footway,40,1,105.3267648,19.23,0,0,7.58,3,YES
Morning_Peak,footway,40,1,20.62376619,63.34,0,0,1.48,3,YES
Morning_Peak,unclassified,40,1,16.92443909,68.7,0,0,1.52,3,YES
Morning_Peak,footway,40,1,5.355724266,107.17,0,0,0.39,3,YES
Morning_Peak,unclassified,40,1,0.942437266,49.44,0,0,0.08,3,YES
Morning_Peak,unclassified,40,1,11.62886668,2.91,0,0,1.05,3,YES
